CRITIC_RATING,region_sales_dim,DEVELOPER_ID (Custom SQL Query4),DEVELOPER_ID,DEVELOPER_NAME,EUROPE_SALES,FACT_ID,GAME_ID (Custom SQL Query2),GAME_ID,GAME_NAME,GENRE_ID (Custom SQL Query3),GENRE_ID,GENRE_NAME,GLOBAL_SALES,JAPAN_SALES,N_AMERICA_SALES,Number of Records,OTHER_SALES,PLATFORM_ID (Custom SQL Query5),PLATFORM_ID,PLATFORM_NAME,PUBLISHER_ID (Custom SQL Query6),PUBLISHER_ID,PUBLISHER_NAME,USER_COUNT,USER_RATING,YEAR_ID (Custom SQL Query1),YEAR_ID,YEAR_OF_RELEASE
73,3,431,431,SCEA San Diego Studios,0.26,2233,3346,3346,ModNation Racers,2,2,Racing,0.53,0.02,0.11,1,0.14,35,35,PSP,417,417,Sony Computer Entertainment,7.7,22,4,4,2010
68,3,417,417,From Software,0.14,2234,3474,3474,Ninja Blade,6,6,Action,0.33,0.02,0.14,1,0.03,37,37,X360,358,358,Microsoft Game Studios,6.8,65,2,2,2009
83,3,1069,1069,Team Ninja,0.01,2235,3602,3602,Ninja Gaiden: Dragon Sword,6,6,Action,0.21,0.02,0.16,1,0.02,45,45,DS,132,132,Tecmo Koei,7.8,52,38,38,2008
26,3,834,834,Atomic Planet Entertainment,0,2236,3730,3730,Jenga World Tour,11,11,Misc,0.05,0,0.05,1,0,33,33,Wii,262,262,Atari,2.8,14,19,19,2007
32,3,834,834,Atomic Planet Entertainment,0,2237,3730,3730,Jenga World Tour,11,11,Misc,0.09,0,0.08,1,0.01,45,45,DS,262,262,Atari,0,7,19,19,2007
,3,,,,0,2238,3858,3858,Sakura Wars 1 & 2,12,12,Strategy,0.02,0.02,0,1,0,35,35,PSP,352,352,Sega,,,7,7,2006
73,3,1181,1181,Edge of Reality,0.02,2239,3986,3986,Pitfall: The Lost Expedition,4,4,Platform,0.08,0,0.06,1,0,60,60,GC,2,2,Activision,8.6,25,27,27,2004
73,3,1181,1181,Edge of Reality,0.01,2240,3986,3986,Pitfall: The Lost Expedition,4,4,Platform,0.07,0,0.05,1,0,47,47,XB,2,2,Activision,7.8,35,27,27,2004
70,3,1181,1181,Edge of Reality,0.08,2241,3986,3986,Pitfall: The Lost Expedition,4,4,Platform,0.2,0,0.1,1,0.03,55,55,PS2,2,2,Activision,8.9,34,27,27,2004
66,3,441,441,Torus Games,0.02,2242,3986,3986,Pitfall: The Lost Expedition,4,4,Platform,0.07,0,0.05,1,0,44,44,GBA,2,2,Activision,0,13,29,29,2003
73,3,1483,1483,Konami,0,2243,4132,4132,Disney Sports Basketball,10,10,Sports,0.02,0,0.01,1,0,44,44,GBA,205,205,Konami Digital Entertainment,0,5,37,37,2002
,3,,,,0,2244,4388,4388,Super Mahjong 2: Honkaku 4Jin Uchi,11,11,Misc,0.06,0.06,0,1,0,63,63,SNES,201,201,Imax,,,12,12,1993
,3,,,,0,2245,4644,4644,Kidou Senshi Gundam Seed Battle Destiny,6,6,Action,0.12,0.12,0,1,0,49,49,PSV,497,497,Namco Bandai Games,,,36,36,2012
80,3,833,833,WayForward,0.01,2246,4900,4900,A Boy and His Blob,4,4,Platform,0.21,0,0.18,1,0.01,33,33,Wii,5,5,Majesco Entertainment,8.7,43,2,2,2009
46,3,516,516,Art,0,2247,5156,5156,InuYasha: Secret of the Divine Jewel,14,14,Role-Playi,0.09,0,0.09,1,0.01,45,45,DS,497,497,Namco Bandai Games,7.6,13,19,19,2007
,3,,,,0,2248,5412,5412,Famicom Mini: Clu Clu Land,9,9,Puzzle,0.04,0.04,0,1,0,44,44,GBA,351,351,Nintendo,,,27,27,2004
,3,,,,0,2249,5668,5668,No.1 Muscle Ranking - Kinniku Banzuke Vol. 1: Oregasaikyouno Otoko,10,10,Sports,0.32,0.3,0,1,0.02,34,34,PS,205,205,Konami Digital Entertainment,,,10,10,1999
,3,,,,0,2250,5924,5924,Guilty Gear Xrd -Revelator-,3,3,Fighting,0.08,0.05,0.03,1,0.01,50,50,PS4,271,271,PQube,,,33,33,2016
,3,,,,0.02,2251,5924,5924,Guilty Gear Xrd -Revelator-,3,3,Fighting,0.07,0.03,0.02,1,0.01,57,57,PS3,271,271,PQube,,,33,33,2016
,3,1483,1483,Konami,0.04,2252,6180,6180,DanceDanceRevolution,13,13,Simulation,0.34,0,0.28,1,0.02,33,33,Wii,205,205,Konami Digital Entertainment,0,,4,4,2010
,3,1483,1483,Konami,0,2253,6180,6180,DanceDanceRevolution,13,13,Simulation,0.08,0,0.08,1,0.01,37,37,X360,205,205,Konami Digital Entertainment,0,,20,20,2011
60,3,1483,1483,Konami,0.05,2254,6180,6180,DanceDanceRevolution,13,13,Simulation,0.19,0,0.12,1,0.02,57,57,PS3,205,205,Konami Digital Entertainment,0,5,4,4,2010
,3,1178,1178,Ubisoft Porto Alegre,0,2255,6436,6436,Imagine: Party Planner,13,13,Simulation,0.05,0,0.05,1,0,45,45,DS,415,415,Ubisoft,0,,2,2,2009
92,3,1530,1530,TOSE,0,2256,6692,6692,Final Fantasy VI Advance,14,14,Role-Playi,0.28,0.28,0,1,0.01,44,44,GBA,351,351,Nintendo,8.4,25,7,7,2006
,3,,,,1.13,2257,6948,6948,WWE SmackDown! Shut Your Mouth,10,10,Sports,3.02,0.07,1.45,1,0.38,55,55,PS2,60,60,THQ,,,37,37,2002
,3,,,,0.01,2258,7204,7204,Herc's Adventures,6,6,Action,0.04,0,0.02,1,0,34,34,PS,178,178,Virgin Interactive,,,5,5,1997
88,3,1040,1040,EA Canada,0.66,2259,7460,7460,FIFA 14,10,10,Sports,1.16,0,0.41,1,0.09,38,38,XOne,349,349,Electronic Arts,5.8,22,1,1,2013
87,3,1040,1040,EA Canada,1.85,2260,7460,7460,FIFA 14,10,10,Sports,3.01,0.11,0.61,1,0.44,50,50,PS4,349,349,Electronic Arts,6.3,26,1,1,2013
87,3,1040,1040,EA Canada,0.36,2261,7460,7460,FIFA 14,10,10,Sports,0.4,0,0.01,1,0.03,56,56,PC,349,349,Electronic Arts,4.6,6,1,1,2013
,3,1040,1040,EA Canada,0.36,2262,7460,7460,FIFA 14,10,10,Sports,0.38,0,0,1,0.02,33,33,Wii,349,349,Electronic Arts,4.3,,1,1,2013
,3,1040,1040,EA Canada,0.15,2263,7460,7460,FIFA 14,10,10,Sports,0.19,0,0,1,0.04,35,35,PSP,349,349,Electronic Arts,3.4,,1,1,2013
84,3,1040,1040,EA Canada,2.89,2264,7460,7460,FIFA 14,10,10,Sports,4.22,0.01,0.92,1,0.4,37,37,X360,349,349,Electronic Arts,4.2,41,1,1,2013
,3,1040,1040,EA Canada,0.23,2265,7460,7460,FIFA 14,10,10,Sports,0.41,0.01,0.08,1,0.09,49,49,PSV,349,349,Electronic Arts,1.8,,1,1,2013
86,3,1040,1040,EA Canada,4.24,2266,7460,7460,FIFA 14,10,10,Sports,6.47,0.07,0.78,1,1.37,57,57,PS3,349,349,Electronic Arts,4.3,37,1,1,2013
,3,,,,0.22,2267,7460,7460,FIFA 14,10,10,Sports,0.24,0,0,1,0.01,61,61,3DS,349,349,Electronic Arts,,,1,1,2013
,3,,,,0,2268,7716,7716,Shin Sangoku Musou Online: Kamishou Ranbu,6,6,Action,0.03,0.03,0,1,0,57,57,PS3,132,132,Tecmo Koei,,,4,4,2010
,3,,,,0.02,2269,7972,7972,Prince of Persia (2008),6,6,Action,0.03,0,0,1,0,56,56,PC,415,415,Ubisoft,,,38,38,2008
62,3,448,448,Koei,0,2270,8264,8264,Dynasty Warriors,6,6,Action,0.51,0.3,0.18,1,0.02,35,35,PSP,132,132,Tecmo Koei,7.3,26,27,27,2004
,3,,,,0.06,2271,8264,8264,Dynasty Warriors,6,6,Action,0.27,0.11,0.09,1,0.02,34,34,PS,132,132,Tecmo Koei,,,5,5,1997
80,3,1074,1074,Nordic Games Publishing,0,2272,8776,8776,Darksiders: Warmastered Edition,6,6,Action,0.01,0,0.01,1,0,38,38,XOne,278,278,Nordic Games,7.9,13,33,33,2016
79,3,1074,1074,Nordic Games Publishing,0,2273,8776,8776,Darksiders: Warmastered Edition,6,6,Action,0.02,0,0.02,1,0,50,50,PS4,278,278,Nordic Games,8.5,9,33,33,2016
,3,1285,1285,Natsume,0,2274,9288,9288,SpongeBob SquarePants featuring Nicktoons: Globs of Doom,6,6,Action,0.57,0,0.52,1,0.04,45,45,DS,60,60,THQ,6,,38,38,2008
47,3,114,114,Incinerator Games,0,2275,9288,9288,SpongeBob SquarePants featuring Nicktoons: Globs of Doom,6,6,Action,0.53,0,0.49,1,0.04,33,33,Wii,60,60,THQ,5.4,5,38,38,2008
,3,114,114,Incinerator Games,0.22,2276,9288,9288,SpongeBob SquarePants featuring Nicktoons: Globs of Doom,6,6,Action,0.58,0,0.29,1,0.07,55,55,PS2,60,60,THQ,0,,38,38,2008
,3,,,,0,2277,9800,9800,Power Pro Kun Pocket 4,10,10,Sports,0.29,0.29,0,1,0.01,44,44,GBA,205,205,Konami Digital Entertainment,,,37,37,2002
,3,,,,0,2278,10312,10312,Storm Lover 2nd,11,11,Misc,0.02,0.02,0,1,0,35,35,PSP,357,357,D3Publisher,,,1,1,2013
90,3,651,651,Retro Studios,0.74,2279,10824,10824,Metroid Prime 3: Corruption,8,8,Shooter,1.79,0.07,0.89,1,0.09,33,33,Wii,351,351,Nintendo,8.9,62,19,19,2007
76,3,1045,1045,Capcom,0.21,2280,11336,11336,Mega Man X5,4,4,Platform,0.75,0.2,0.3,1,0.05,34,34,PS,353,353,Capcom,8.9,10,21,21,2000
,3,1037,1037,Infogrames,0,2281,4133,4133,RollerCoaster Tycoon: Gold Edition,12,12,Strategy,0.02,0,0.01,1,0,56,56,PC,267,267,Infogrames,0,,37,37,2002
,3,,,,0,2282,4389,4389,Doraemon 2: Nobita no Toizurando Daibouken,14,14,Role-Playi,0.05,0.05,0,1,0,63,63,SNES,180,180,Epoch,,,12,12,1993
,3,,,,0,2283,4645,4645,Ciel Nosurge: Ushinawareta Hoshi e Sasagu Uta,5,5,Adventure,0.1,0.1,0,1,0,49,49,PSV,521,521,Gust,,,36,36,2012
,3,474,474,Destineer,0.04,2284,4901,4901,We Wish You A Merry Christmas,6,6,Action,0.19,0,0.13,1,0.02,33,33,Wii,151,151,Destineer,0,,2,2,2009
,3,,,,0,2285,5157,5157,Pachitte Chonmage Tatsujin 10: Pachinko Fuyu no Sonata,11,11,Misc,0.09,0.09,0,1,0,55,55,PS2,538,538,Hackberry,,,19,19,2007
,3,,,,0.01,2286,5413,5413,Asterix & Obelix: Kick Buttix,6,6,Action,0.03,0,0.02,1,0,55,55,PS2,262,262,Atari,,,27,27,2004
,3,,,,0,2287,5669,5669,Super Robot Taisen Complete Box,12,12,Strategy,0.31,0.29,0,1,0.02,34,34,PS,291,291,Banpresto,,,10,10,1999
,3,,,,0,2288,5925,5925,Sumikko Gurashi: Mura o Tsukurundesu,11,11,Misc,0.08,0.08,0,1,0,61,61,3DS,208,208,Nippon Columbia,,,33,33,2016
,3,,,,0.06,2289,6181,6181,We Sing Rock!,11,11,Misc,0.07,0,0,1,0.01,33,33,Wii,278,278,Nordic Games,,,20,20,2011
,3,,,,0,2290,6437,6437,The Idolm@ster: Dearly Stars,5,5,Adventure,0.05,0.05,0,1,0,45,45,DS,497,497,Namco Bandai Games,,,2,2,2009
71,3,223,223,Media Vision,0.11,2291,6693,6693,Wild ARMs 5,14,14,Role-Playi,0.28,0,0.14,1,0.04,55,55,PS2,64,64,505 Games,7.5,26,7,7,2006
,3,,,,0.46,2292,6949,6949,Spec Ops: Airborne Commando,8,8,Shooter,2.07,0,1.54,1,0.08,34,34,PS,496,496,Take-Two Interactive,,,37,37,2002
,3,,,,0.01,2293,7205,7205,Master of Monsters: Disciples of Gaia,12,12,Strategy,0.03,0,0.02,1,0,34,34,PS,385,385,Agetec,,,5,5,1997
,3,1055,1055,Point of View,0,2906,3992,3992,Trigger Man,8,8,Shooter,0.02,0,0.01,1,0,60,60,GC,293,293,Crave Entertainment,0,,27,27,2004
31,3,1055,1055,Point of View,0.01,2907,3992,3992,Trigger Man,8,8,Shooter,0.05,0,0.03,1,0,47,47,XB,293,293,Crave Entertainment,0,5,27,27,2004
77,3,280,280,Tecmo,0.09,2908,4144,4144,Monster Rancher 3,13,13,Simulation,0.36,0.14,0.11,1,0.03,55,55,PS2,132,132,Tecmo Koei,8.5,13,11,11,2001
,3,,,,0.1,2909,4400,4400,Mega Man 3,4,4,Platform,1.17,0.39,0.68,1,0,54,54,NES,353,353,Capcom,,,42,42,1990
78,3,5,5,Haemimont,0.02,2910,4656,4656,Tropico 4: Modern Times,12,12,Strategy,0.02,0,0,1,0,56,56,PC,58,58,Kalypso Media,8,11,36,36,2012
60,3,411,411,High Voltage Software,0,2911,4912,4912,The Secret Saturdays: Beasts of the 5th Sun,6,6,Action,0.1,0,0.09,1,0.01,33,33,Wii,357,357,D3Publisher,0,8,2,2,2009
,3,411,411,High Voltage Software,0,2912,4912,4912,The Secret Saturdays: Beasts of the 5th Sun,6,6,Action,0.1,0,0.08,1,0.01,35,35,PSP,357,357,D3Publisher,0,,2,2,2009
,3,411,411,High Voltage Software,0.02,2913,4912,4912,The Secret Saturdays: Beasts of the 5th Sun,6,6,Action,0.15,0,0.05,1,0.08,55,55,PS2,357,357,D3Publisher,0,,2,2,2009
60,3,1581,1581,OneNine Studios,0,2914,4912,4912,The Secret Saturdays: Beasts of the 5th Sun,6,6,Action,0.08,0,0.08,1,0.01,45,45,DS,357,357,D3Publisher,0,5,2,2,2009
,3,555,555,Starfish SD,0,2915,5168,5168,Kurupoto Cool Cool Stars,6,6,Action,0.06,0,0.06,1,0,45,45,DS,85,85,Starfish,0,,19,19,2007
80,3,1259,1259,Square Enix,0.38,2916,5424,5424,Final Fantasy: Crystal Chronicles,14,14,Role-Playi,1.49,0.36,0.72,1,0.04,60,60,GC,351,351,Nintendo,8.1,55,29,29,2003
,3,,,,0.04,2917,5680,5680,Arcade Party Pak,11,11,Misc,0.11,0,0.06,1,0.01,34,34,PS,264,264,Midway Games,,,10,10,1999
,3,,,,0,2918,5936,5936,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.9,11,11,Misc,0.03,0.03,0,1,0,57,57,PS3,497,497,Namco Bandai Games,,,33,33,2016
,3,,,,0,2919,6192,6192,Hanaoni: Koisomeru Koku - Eikyuu no Shirushi,5,5,Adventure,0.04,0.04,0,1,0,35,35,PSP,130,130,Idea Factory,,,20,20,2011
,3,,,,0,2920,6448,6448,Kuroshitsuji: Phantom & Ghost,6,6,Action,0.04,0.04,0,1,0,45,45,DS,416,416,Square Enix,,,2,2,2009
,3,,,,0,2921,6704,6704,Rurouni Kenshin: Enjou! Kyoto Rinne,6,6,Action,0.13,0.13,0,1,0,55,55,PS2,291,291,Banpresto,,,7,7,2006
,3,1673,1673,VIS Entertainment,0.01,2922,6960,6960,The Powerpuff Girls: Relish Rampage,6,6,Action,0.07,0,0.05,1,0,60,60,GC,469,469,BAM! Entertainment,7.6,,37,37,2002
46,3,1673,1673,VIS Entertainment,0.17,2923,6960,6960,The Powerpuff Girls: Relish Rampage,6,6,Action,0.45,0,0.22,1,0.06,55,55,PS2,469,469,BAM! Entertainment,6.8,5,37,37,2002
,3,,,,0.36,2924,7216,7216,Midway Presents Arcade's Greatest Hits: The Atari Collection 1,11,11,Misc,0.94,0,0.52,1,0.06,34,34,PS,183,183,GT Interactive,,,16,16,1996
53,3,446,446,Exient Entertainment,0.04,2925,7472,7472,Angry Birds Star Wars,12,12,Strategy,0.16,0,0.11,1,0.02,38,38,XOne,2,2,Activision,6.9,4,1,1,2013
47,3,446,446,Exient Entertainment,0.08,2926,7472,7472,Angry Birds Star Wars,12,12,Strategy,0.21,0,0.1,1,0.04,50,50,PS4,2,2,Activision,2,5,1,1,2013
,3,446,446,Exient Entertainment,0.09,2927,7472,7472,Angry Birds Star Wars,12,12,Strategy,0.26,0,0.15,1,0.02,33,33,Wii,2,2,Activision,2.8,,1,1,2013
59,3,446,446,Exient Entertainment,0.1,2928,7472,7472,Angry Birds Star Wars,12,12,Strategy,0.28,0,0.16,1,0.02,37,37,X360,2,2,Activision,5.6,3,1,1,2013
,3,446,446,Exient Entertainment,0.04,2929,7472,7472,Angry Birds Star Wars,12,12,Strategy,0.1,0,0.05,1,0.01,39,39,WiiU,2,2,Activision,6.8,,1,1,2013
,3,446,446,Exient Entertainment,0.03,2930,7472,7472,Angry Birds Star Wars,12,12,Strategy,0.08,0,0.03,1,0.02,49,49,PSV,2,2,Activision,2,,1,1,2013
49,3,446,446,Exient Entertainment,0.14,2931,7472,7472,Angry Birds Star Wars,12,12,Strategy,0.29,0,0.1,1,0.05,57,57,PS3,2,2,Activision,3.6,6,1,1,2013
,3,446,446,Exient Entertainment,0.15,2932,7472,7472,Angry Birds Star Wars,12,12,Strategy,0.34,0,0.15,1,0.03,61,61,3DS,2,2,Activision,3,,1,1,2013
,3,,,,0,2933,7728,7728,Summon Night Granthese: Horobi no Ken to Yakusoku no Kishi,14,14,Role-Playi,0.02,0.02,0,1,0,55,55,PS2,497,497,Namco Bandai Games,,,4,4,2010
,3,,,,0,2934,7984,7984,Rosario to Vampire: Tanabata no Miss Youkai Gakuen,5,5,Adventure,0.01,0.01,0,1,0,45,45,DS,353,353,Capcom,,,38,38,2008
79,3,1008,1008,Mix Max,0.02,2935,8288,8288,MTV Music Generator 3: This Is the Remix,11,11,Misc,0.08,0,0.06,1,0,47,47,XB,128,128,Codemasters,5.4,26,27,27,2004
79,3,1008,1008,Mix Max,0.05,2936,8288,8288,MTV Music Generator 3: This Is the Remix,11,11,Misc,0.14,0,0.07,1,0.02,55,55,PS2,128,128,Codemasters,8.6,28,27,27,2004
45,3,1084,1084,"Prope, Kadokawa",0.02,2937,8800,8800,Rodea the Sky Soldier,6,6,Action,0.12,0.01,0.08,1,0.01,39,39,WiiU,59,59,Nippon Ichi Software,6.5,31,28,28,2015
45,3,1084,1084,"Prope, Kadokawa",0,2938,8800,8800,Rodea the Sky Soldier,6,6,Action,0.04,0,0.03,1,0,61,61,3DS,59,59,Nippon Ichi Software,5.6,7,28,28,2015
,3,,,,0,2939,9312,9312,Gundam Battle Universe,3,3,Fighting,0.26,0.26,0,1,0,35,35,PSP,497,497,Namco Bandai Games,,,38,38,2008
,3,,,,0,2940,9824,9824,Captain Tsubasa: Aratanaru Densetsu Joshou,10,10,Sports,0.09,0.08,0,1,0.01,34,34,PS,205,205,Konami Digital Entertainment,,,37,37,2002
,3,,,,0.04,2941,10336,10336,Epic Mickey: Power of Illusion,6,6,Action,0.49,0.04,0.36,1,0.04,61,61,3DS,206,206,Disney Interactive Studios,,,36,36,2012
,3,1096,1096,Eutechnyx,0,2942,10848,10848,Hot Wheels: Beat That!,2,2,Racing,0.14,0,0.13,1,0.01,33,33,Wii,2,2,Activision,5.3,,19,19,2007
,3,1096,1096,Eutechnyx,0.15,2943,10848,10848,Hot Wheels: Beat That!,2,2,Racing,0.4,0,0.2,1,0.05,55,55,PS2,2,2,Activision,0,,19,19,2007
,3,1123,1123,Human Soft,0,2944,10848,10848,Hot Wheels: Beat That!,2,2,Racing,0.23,0,0.21,1,0.02,45,45,DS,2,2,Activision,0,,19,19,2007
,3,,,,0,2945,10848,10848,Hot Wheels: Beat That!,2,2,Racing,0.17,0,0.15,1,0.01,37,37,X360,2,2,Activision,,,19,19,2007
57,3,1299,1299,Krome Studios,0.02,2946,11360,11360,Championship Surfer,10,10,Sports,0.06,0,0.03,1,0,34,34,PS,404,404,Mattel Interactive,0,5,21,21,2000
,3,,,,0,2947,4145,4145,Super Robot Taisen A,12,12,Strategy,0.36,0.35,0,1,0.01,44,44,GBA,291,291,Banpresto,,,11,11,2001
,3,,,,2.26,2948,4401,4401,Tetris,9,9,Puzzle,30.26,4.22,23.2,1,0.58,48,48,GB,351,351,Nintendo,,,24,24,1989
,3,,,,0.69,2949,4401,4401,Tetris,9,9,Puzzle,5.58,1.81,2.97,1,0.11,54,54,NES,351,351,Nintendo,,,25,25,1988
,3,,,,0.02,2950,4657,4657,Jewel Match 2,9,9,Puzzle,0.02,0,0,1,0,45,45,DS,84,84,Easy Interactive,,,36,36,2012
60,3,1524,1524,Racjin,0,2951,4913,4913,Naruto Shippuden: Legends: Akatsuki Rising,3,3,Fighting,0.15,0,0.14,1,0.01,35,35,PSP,497,497,Namco Bandai Games,6.2,15,2,2,2009
,3,726,726,Sensory Sweep,0,2952,5169,5169,Foster's Home for Imaginary Friends: Imagination Invaders,5,5,Adventure,0.06,0,0.06,1,0,45,45,DS,264,264,Midway Games,7.2,,19,19,2007
,3,516,516,Art,0.37,2953,5425,5425,Disney Princess,4,4,Platform,1.47,0,1.04,1,0.06,44,44,GBA,60,60,THQ,0,,29,29,2003
,3,,,,0,2954,5681,5681,Derby Stallion,10,10,Sports,2.09,1.96,0,1,0.14,34,34,PS,239,239,ASCII Entertainment,,,5,5,1997
,3,,,,0,2955,5681,5681,Derby Stallion,10,10,Sports,0.09,0.09,0,1,0,52,52,SAT,239,239,ASCII Entertainment,,,10,10,1999
,3,26,26,"Atari, Atari SA",0,2956,5937,5937,Atari Flashback Classics: Volume 2,11,11,Misc,0.02,0,0.02,1,0,38,38,XOne,262,262,Atari,0,,33,33,2016
,3,26,26,"Atari, Atari SA",0,2957,5937,5937,Atari Flashback Classics: Volume 2,11,11,Misc,0.02,0,0.02,1,0,50,50,PS4,262,262,Atari,0,,33,33,2016
63,3,1562,1562,BattleGoat Studios,0.03,2958,6193,6193,Supreme Ruler: Cold War,12,12,Strategy,0.03,0,0,1,0.01,56,56,PC,361,361,Paradox Interactive,6.8,12,20,20,2011
,3,,,,0,2959,6449,6449,Harukanaru Toki no Naka de Yumenoukihashi Special,5,5,Adventure,0.03,0.03,0,1,0,55,55,PS2,132,132,Tecmo Koei,,,2,2,2009
58,3,399,399,Amaze Entertainment,0,2960,6705,6705,Over the Hedge: Hammy Goes Nuts!,4,4,Platform,0.05,0,0.05,1,0,35,35,PSP,2,2,Activision,0,7,7,7,2006
,3,,,,0,2961,6705,6705,Over the Hedge: Hammy Goes Nuts!,4,4,Platform,0.13,0,0.12,1,0.01,45,45,DS,2,2,Activision,,,7,7,2006
,3,,,,0,2962,6961,6961,Jikkyou Powerful Pro Yakyuu 9,10,10,Sports,0.12,0.11,0,1,0,60,60,GC,205,205,Konami Digital Entertainment,,,37,37,2002
,3,,,,0,2963,6961,6961,Jikkyou Powerful Pro Yakyuu 9,10,10,Sports,0.44,0.44,0,1,0,55,55,PS2,205,205,Konami Digital Entertainment,,,37,37,2002
,3,,,,0.33,2964,7217,7217,NFL GameDay '97,10,10,Sports,0.87,0,0.48,1,0.06,34,34,PS,417,417,Sony Computer Entertainment,,,16,16,1996
52,3,1491,1491,City Interactive,0.05,2965,7473,7473,Sniper: Ghost Warrior 2,8,8,Shooter,0.08,0,0.02,1,0.01,56,56,PC,501,501,City Interactive,5.8,24,1,1,2013
52,3,1491,1491,City Interactive,0.12,2966,7473,7473,Sniper: Ghost Warrior 2,8,8,Shooter,0.2,0,0.06,1,0.02,37,37,X360,501,501,City Interactive,5.7,33,1,1,2013
52,3,1491,1491,City Interactive,0.18,2967,7473,7473,Sniper: Ghost Warrior 2,8,8,Shooter,0.33,0.03,0.05,1,0.07,57,57,PS3,501,501,City Interactive,6,15,1,1,2013
,3,458,458,UFO Interactive,0,2968,7729,7729,Rock Blast,9,9,Puzzle,0.02,0,0.02,1,0,33,33,Wii,147,147,UFO Interactive,0,,4,4,2010
,3,458,458,UFO Interactive,0,2969,7729,7729,Rock Blast,9,9,Puzzle,0.06,0,0.06,1,0,45,45,DS,147,147,UFO Interactive,0,,38,38,2008
77,3,832,832,4J Studios,0.01,2970,7985,7985,Banjo-Kazooie,4,4,Platform,0.01,0,0,1,0,37,37,X360,358,358,Microsoft Game Studios,8.2,17,38,38,2008
,3,,,,1.13,2971,7985,7985,Banjo-Kazooie,4,4,Platform,3.65,0.55,1.87,1,0.1,58,58,N64,351,351,Nintendo,,,17,17,1998
59,3,1242,1242,Titus Software,0.03,2972,8290,8290,Top Gun: Combat Zones,13,13,Simulation,0.15,0,0.12,1,0,60,60,GC,328,328,Titus,7.1,10,37,37,2002
63,3,1242,1242,Titus Software,0.35,2973,8290,8290,Top Gun: Combat Zones,13,13,Simulation,0.92,0,0.45,1,0.12,55,55,PS2,328,328,Titus,3.3,17,11,11,2001
,3,,,,0.03,2974,8290,8290,Top Gun: Combat Zones,13,13,Simulation,0.1,0,0.07,1,0,44,44,GBA,531,531,Mastiff,,,27,27,2004
,3,,,,0,2975,8802,8802,The Seven Deadly Sins: Unjust Sin,5,5,Adventure,0.08,0.08,0,1,0,61,61,3DS,497,497,Namco Bandai Games,,,28,28,2015
,3,474,474,Destineer,0,2976,9314,9314,I Love Horses,13,13,Simulation,0.23,0,0.21,1,0.01,45,45,DS,448,448,GSP,0,,38,38,2008
72,3,381,381,Telenet,0.02,2977,9826,9826,Swingerz Golf,10,10,Sports,0.08,0,0.06,1,0,60,60,GC,263,263,Eidos Interactive,9.3,11,37,37,2002
71,3,1492,1492,CyberConnect2,0.06,2978,10338,10338,Asura's Wrath,6,6,Action,0.24,0.01,0.15,1,0.02,37,37,X360,353,353,Capcom,6.5,54,36,36,2012
71,3,1492,1492,CyberConnect2,0.12,2979,10338,10338,Asura's Wrath,6,6,Action,0.4,0.06,0.18,1,0.05,57,57,PS3,353,353,Capcom,7.4,39,36,36,2012
,3,,,,0,2980,10850,10850,Momotarou Dentetsu DS: Tokyo & Japan,11,11,Misc,0.34,0.34,0,1,0,45,45,DS,87,87,Hudson Soft,,,19,19,2007
83,3,1030,1030,Smilebit,0,2981,11362,11362,The Typing of the Dead,8,8,Shooter,0.05,0.05,0,1,0,51,51,DC,352,352,Sega,7.8,12,21,21,2000
75,3,524,524,EA Phenomic,0.01,2982,2073,2073,BattleForge,12,12,Strategy,0.01,0,0,1,0,56,56,PC,349,349,Electronic Arts,7,37,2,2,2009
,3,,,,0.02,2983,2201,2201,So Blonde,5,5,Adventure,0.02,0,0,1,0,56,56,PC,263,263,Eidos Interactive,,,38,38,2008
,3,,,,0.22,2984,2329,2329,Tourist Trophy: The Real Riding Simulator,2,2,Racing,0.68,0.11,0.28,1,0.07,55,55,PS2,417,417,Sony Computer Entertainment,,,7,7,2006
44,3,1,1,Konami Computer Entertainment Hawaii,0.01,2985,2457,2457,TMNT: Mutant Melee,3,3,Fighting,0.07,0,0.06,1,0,60,60,GC,205,205,Konami Digital Entertainment,2.8,16,3,3,2005
43,3,1,1,Konami Computer Entertainment Hawaii,0,2986,2457,2457,TMNT: Mutant Melee,3,3,Fighting,0.02,0,0.01,1,0,47,47,XB,205,205,Konami Digital Entertainment,4.8,13,3,3,2005
69,3,371,371,Argonaut Games,0.04,2987,2585,2585,SWAT: Global Strike Team,8,8,Shooter,0.17,0,0.13,1,0.01,47,47,XB,4,4,Vivendi Games,6.3,22,29,29,2003
69,3,371,371,Argonaut Games,0.12,2988,2585,2585,SWAT: Global Strike Team,8,8,Shooter,0.32,0,0.16,1,0.04,55,55,PS2,4,4,Vivendi Games,7.8,21,29,29,2003
,3,,,,0,2989,2713,2713,Pokemon Card GB2: Here Comes Team GR!,12,12,Strategy,0.89,0.89,0,1,0,48,48,GB,351,351,Nintendo,,,11,11,2001
,3,,,,1.47,2990,2841,2841,FIFA 2000,10,10,Sports,1.87,0.04,0.22,1,0.14,34,34,PS,349,349,Electronic Arts,,,17,17,1998
,3,,,,0.36,2991,2969,2969,Sonic CD,4,4,Platform,1.5,0.09,1,1,0.05,43,43,SCD,352,352,Sega,,,12,12,1993
