CRITIC_RATING,region_sales_dim,DEVELOPER_ID (Custom SQL Query4),DEVELOPER_ID,DEVELOPER_NAME,EUROPE_SALES,FACT_ID,GAME_ID (Custom SQL Query2),GAME_ID,GAME_NAME,GENRE_ID (Custom SQL Query3),GENRE_ID,GENRE_NAME,GLOBAL_SALES,JAPAN_SALES,N_AMERICA_SALES,Number of Records,OTHER_SALES,PLATFORM_ID (Custom SQL Query5),PLATFORM_ID,PLATFORM_NAME,PUBLISHER_ID (Custom SQL Query6),PUBLISHER_ID,PUBLISHER_NAME,USER_COUNT,USER_RATING,YEAR_ID (Custom SQL Query1),YEAR_ID,YEAR_OF_RELEASE
,3,,,,0,9879,854,854,MAPLUS: Portable Navi,11,11,Misc,0.07,0.07,0,1,0,35,35,PSP,311,311,Edia,,,7,7,2006
,3,,,,0,9880,886,886,Guitar Freaks V2 & DrumMania V2,13,13,Simulation,0.02,0.02,0,1,0,55,55,PS2,205,205,Konami Digital Entertainment,,,7,7,2006
69,3,1612,1612,Hudson,0.09,9881,918,918,Dance Dance Revolution: Mario Mix,11,11,Misc,0.47,0,0.36,1,0.01,60,60,GC,351,351,Nintendo,8.4,28,3,3,2005
70,3,1113,1113,Digital Extremes,0.02,9882,950,950,Pariah,6,6,Action,0.1,0,0.08,1,0,47,47,XB,42,42,Hip Interactive,7.4,52,3,3,2005
,3,,,,0,9883,982,982,Rainbow Islands: Revolution,6,6,Action,0.01,0,0.01,1,0,35,35,PSP,419,419,Rising Star Games,,,3,3,2005
67,3,1173,1173,Venom Games,0.02,9884,1014,1014,Rocky: Legends,6,6,Action,0.1,0,0.07,1,0,47,47,XB,415,415,Ubisoft,5.2,21,27,27,2004
65,3,1173,1173,Venom Games,0.1,9885,1014,1014,Rocky: Legends,6,6,Action,0.27,0,0.13,1,0.03,55,55,PS2,415,415,Ubisoft,8.6,24,27,27,2004
79,3,520,520,K2 LLC,0.34,9886,1068,1068,Tenchu: Wrath of Heaven,6,6,Action,1.14,0.25,0.44,1,0.11,55,55,PS2,2,2,Activision,8.4,33,29,29,2003
86,3,1040,1040,EA Canada,0.02,9887,1132,1132,FIFA Soccer 2003,10,10,Sports,0.08,0,0.06,1,0,60,60,GC,349,349,Electronic Arts,7.8,12,37,37,2002
88,3,1040,1040,EA Canada,0.4,9888,1132,1132,FIFA Soccer 2003,10,10,Sports,0.63,0,0.2,1,0.04,47,47,XB,349,349,Electronic Arts,7.7,11,37,37,2002
88,3,1040,1040,EA Canada,2.28,9889,1132,1132,FIFA Soccer 2003,10,10,Sports,3.4,0.05,0.46,1,0.61,55,55,PS2,349,349,Electronic Arts,6.7,15,37,37,2002
76,3,446,446,Exient Entertainment,0.01,9890,1132,1132,FIFA Soccer 2003,10,10,Sports,0.05,0,0.04,1,0,44,44,GBA,349,349,Electronic Arts,0,4,37,37,2002
45,3,610,610,Super Empire,0.01,9891,1196,1196,Earthworm Jim 2,4,4,Platform,0.03,0,0.02,1,0,44,44,GBA,4,4,Vivendi Games,5.7,10,37,37,2002
79,3,1059,1059,Microsoft Game Studios,0.21,9892,1260,1260,NFL Fever 2002,10,10,Sports,0.99,0,0.74,1,0.04,47,47,XB,358,358,Microsoft Game Studios,8.5,24,21,21,2000
,3,,,,0.01,9893,1324,1324,Jojo's Bizarre Adventure,3,3,Fighting,0.02,0,0.01,1,0,34,34,PS,178,178,Virgin Interactive,,,10,10,1999
,3,,,,0,9894,1388,1388,Medarot: Kabuto / Kuwagata Version,14,14,Role-Playi,0.4,0.4,0,1,0,48,48,GB,403,403,Imagineer,,,5,5,1997
,3,,,,0,9895,1452,1452,High Velocity: Mountain Racing Challenge,2,2,Racing,0.12,0.12,0,1,0,52,52,SAT,360,360,Atlus,,,22,22,1995
69,3,1481,1481,Toys for Bob,0,9896,1516,1516,Tony Hawk's Downhill Jam,10,10,Sports,0.23,0,0.21,1,0.02,33,33,Wii,2,2,Activision,6.2,42,1,1,2013
76,3,1260,1260,Vicarious Visions,0,9897,1516,1516,Tony Hawk's Downhill Jam,10,10,Sports,0.22,0,0.2,1,0.02,45,45,DS,2,2,Activision,7,34,7,7,2006
80,3,1295,1295,"EA Sports, EA Canada",0.05,9898,1580,1580,NHL 16,10,10,Sports,0.48,0,0.38,1,0.05,38,38,XOne,349,349,Electronic Arts,6,18,28,28,2015
78,3,1295,1295,"EA Sports, EA Canada",0.16,9899,1580,1580,NHL 16,10,10,Sports,0.63,0,0.36,1,0.11,50,50,PS4,349,349,Electronic Arts,5.5,28,28,28,2015
,3,,,,0.01,9900,1580,1580,NHL 16,10,10,Sports,0.01,0,0,1,0,57,57,PS3,349,349,Electronic Arts,,,28,28,2015
82,3,41,41,Carbine Studios,0.07,9901,1644,1644,Wildstar,14,14,Role-Playi,0.16,0,0.08,1,0.01,56,56,PC,434,434,NCSoft,7.4,52,8,8,2014
86,3,1111,1111,UBlart Montpellier,0.06,9902,1708,1708,Rayman Origins,4,4,Platform,0.08,0,0,1,0.01,56,56,PC,415,415,Ubisoft,8.4,11,36,36,2012
92,3,1111,1111,UBlart Montpellier,0.27,9903,1708,1708,Rayman Origins,4,4,Platform,0.55,0,0.21,1,0.06,33,33,Wii,415,415,Ubisoft,8.3,13,20,20,2011
87,3,1111,1111,UBlart Montpellier,0.32,9904,1708,1708,Rayman Origins,4,4,Platform,0.78,0,0.38,1,0.08,37,37,X360,415,415,Ubisoft,8.2,55,20,20,2011
88,3,1111,1111,UBlart Montpellier,0.33,9905,1708,1708,Rayman Origins,4,4,Platform,0.54,0,0.12,1,0.09,49,49,PSV,415,415,Ubisoft,8.4,54,36,36,2012
87,3,1111,1111,UBlart Montpellier,0.49,9906,1708,1708,Rayman Origins,4,4,Platform,1,0.01,0.33,1,0.17,57,57,PS3,415,415,Ubisoft,8.4,43,20,20,2011
71,3,1111,1111,UBlart Montpellier,0.08,9907,1708,1708,Rayman Origins,4,4,Platform,0.15,0,0.06,1,0.01,61,61,3DS,415,415,Ubisoft,6.3,8,36,36,2012
,3,,,,0.05,9908,1772,1772,Kung Fu Panda 2,6,6,Action,0.13,0,0.07,1,0.01,33,33,Wii,60,60,THQ,,,20,20,2011
,3,,,,0.06,9909,1772,1772,Kung Fu Panda 2,6,6,Action,0.25,0,0.16,1,0.02,37,37,X360,60,60,THQ,,,20,20,2011
,3,,,,0.05,9910,1772,1772,Kung Fu Panda 2,6,6,Action,0.22,0,0.15,1,0.02,45,45,DS,60,60,THQ,,,20,20,2011
,3,,,,0.04,9911,1772,1772,Kung Fu Panda 2,6,6,Action,0.09,0,0.04,1,0.01,57,57,PS3,60,60,THQ,,,20,20,2011
,3,,,,0,9912,1836,1836,Clover no Kuni no Alice: Wonderful Wonder World,5,5,Adventure,0.02,0.02,0,1,0,35,35,PSP,78,78,Quinrose,,,20,20,2011
,3,,,,0,9913,1836,1836,Clover no Kuni no Alice: Wonderful Wonder World,5,5,Adventure,0.02,0.02,0,1,0,55,55,PS2,362,362,Prototype,,,4,4,2010
75,3,9,9,Renegade Kid,0.01,9914,1900,1900,Dementium II,8,8,Shooter,0.11,0,0.09,1,0.01,45,45,DS,29,29,SouthPeak Games,8.3,25,4,4,2010
82,3,1588,1588,Ensemble Studios,0.8,9915,1964,1964,Halo Wars,12,12,Strategy,2.62,0.04,1.54,1,0.24,37,37,X360,358,358,Microsoft Game Studios,7.2,92,2,2,2009
,3,474,474,Destineer,0,9916,2028,2028,Alien Monster Bowling League,10,10,Sports,0.09,0,0.09,1,0.01,33,33,Wii,151,151,Destineer,0,,2,2,2009
67,3,826,826,EA Tiburon,0,9917,2136,2136,NFL Head Coach 09,10,10,Sports,0.11,0,0.11,1,0.01,37,37,X360,349,349,Electronic Arts,8.4,14,38,38,2008
64,3,826,826,EA Tiburon,0,9918,2136,2136,NFL Head Coach 09,10,10,Sports,0.14,0,0.13,1,0.01,57,57,PS3,349,349,Electronic Arts,7.1,12,38,38,2008
,3,858,858,EKO Software,0.06,9919,2264,2264,Garfield: Lasagna World Tour,6,6,Action,0.17,0,0.08,1,0.02,55,55,PS2,307,307,Blast! Entertainment Ltd,0,,19,19,2007
71,3,1653,1653,SEK Ost,0.02,9920,2392,2392,ParaWorld,12,12,Strategy,0.02,0,0,1,0,56,56,PC,269,269,Deep Silver,8.3,29,7,7,2006
72,3,905,905,Climax Group,0.04,9921,2520,2520,Sudeki,14,14,Role-Playi,0.19,0,0.14,1,0.01,47,47,XB,358,358,Microsoft Game Studios,8.4,75,27,27,2004
,3,,,,0,9922,2648,2648,Densetsu no Stafi,4,4,Platform,0.47,0.46,0,1,0.01,44,44,GBA,351,351,Nintendo,,,37,37,2002
,3,,,,0.1,9923,2776,2776,Blaster Master: Blasting Again,8,8,Shooter,0.25,0,0.14,1,0.02,34,34,PS,532,532,Sunsoft,,,21,21,2000
,3,,,,0.01,9924,2904,2904,Bottom of the 9th '97,10,10,Sports,0.02,0,0.01,1,0,34,34,PS,205,205,Konami Digital Entertainment,,,5,5,1997
48,3,477,477,FUN Labs,0,9925,3032,3032,Cabela's Alaskan Adventure,10,10,Sports,0.13,0,0.12,1,0.01,37,37,X360,2,2,Activision,5.6,11,7,7,2006
,3,,,,0.01,9926,3032,3032,Cabela's Alaskan Adventure,10,10,Sports,0.02,0,0.01,1,0,55,55,PS2,350,350,Unknown,,,38,38,2008
,3,,,,0,9927,3160,3160,"Sakigake!! Otokojuku - Nihon yo, Kore ga Otoko Dearu!",3,3,Fighting,0.01,0.01,0,1,0,57,57,PS3,497,497,Namco Bandai Games,,,8,8,2014
,3,,,,0,9928,3288,3288,Uta no * Prince-Sama: Repeat,5,5,Adventure,0.14,0.14,0,1,0,35,35,PSP,133,133,Broccoli,,,20,20,2011
79,3,1070,1070,Team 17,0.04,9929,3416,3416,Worms Reloaded,12,12,Strategy,0.05,0,0,1,0.01,56,56,PC,224,224,Team17 Software,6.8,28,4,4,2010
,3,,,,0,9930,3544,3544,Cross Treasures,14,14,Role-Playi,0.02,0.02,0,1,0,45,45,DS,416,416,Square Enix,,,2,2,2009
,3,,,,0,9931,3672,3672,Family Jockey,10,10,Sports,0.01,0.01,0,1,0,33,33,Wii,497,497,Namco Bandai Games,,,38,38,2008
,3,,,,0,9932,3800,3800,Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Koushiki Soft: ,11,11,Misc,0.66,0.66,0,1,0,45,45,DS,86,86,IE Institute,,,7,7,2006
68,3,163,163,Microvision,0,9933,3928,3928,The Legend of Heroes: A Tear of Vermillion,14,14,Role-Playi,0.09,0,0.08,1,0.01,35,35,PSP,497,497,Namco Bandai Games,7.7,24,3,3,2005
66,3,1014,1014,DreamFactory,0.02,9934,4056,4056,UFC: Tapout 2,3,3,Fighting,0.1,0,0.08,1,0,47,47,XB,353,353,Capcom,7.3,14,29,29,2003
,3,,,,0.1,9935,4272,4272,Warpath: Jurassic Park,3,3,Fighting,0.28,0,0.15,1,0.02,34,34,PS,349,349,Electronic Arts,,,17,17,1998
,3,1068,1068,Arc System Works,0,9936,4528,4528,Xblaze: Lost Memories,5,5,Adventure,0.01,0,0.01,1,0,49,49,PSV,363,363,Arc System Works,7,,28,28,2015
,3,458,458,UFO Interactive,0,9165,9026,9026,Chuck E. Cheese's Super Collection,6,6,Action,0.02,0,0.02,1,0,33,33,Wii,147,147,UFO Interactive,0,,20,20,2011
,3,,,,0,9166,9538,9538,Kanji Sonomama DS Rakubiki Jiten,11,11,Misc,0.07,0.07,0,1,0,45,45,DS,351,351,Nintendo,,,7,7,2006
,3,,,,0,9167,10050,10050,Jikkyou Powerful Pro Yakyuu '96 Kaimakuban,10,10,Sports,0.19,0.19,0,1,0,63,63,SNES,205,205,Konami Digital Entertainment,,,16,16,1996
,3,,,,0,9168,10562,10562,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wei-Hen,5,5,Adventure,0.03,0.03,0,1,0,35,35,PSP,279,279,Yeti,,,4,4,2010
82,3,1608,1608,Atlus Co.,0.03,9169,11074,11074,Shin Megami Tensei: Digital Devil Saga 2,14,14,Role-Playi,0.08,0,0.04,1,0.01,55,55,PS2,498,498,Ghostlight,7.9,38,3,3,2005
,3,,,,0,9170,2129,2129,Hamster Heroes,9,9,Puzzle,0.16,0,0.16,1,0,33,33,Wii,165,165,Popcorn Arcade,,,38,38,2008
,3,555,555,Starfish SD,0,9171,2257,2257,Smart Girl's Playhouse,11,11,Misc,0.25,0,0.24,1,0.02,45,45,DS,64,64,505 Games,0,,19,19,2007
57,3,1040,1040,EA Canada,0.01,9172,2385,2385,FIFA World Cup: Germany 2006,10,10,Sports,0.03,0,0.02,1,0,44,44,GBA,349,349,Electronic Arts,6.9,4,7,7,2006
,3,,,,0.07,9173,2513,2513,Dora the Explorer: Game Boy Advance Video Volume 1,11,11,Misc,0.26,0,0.18,1,0,44,44,GBA,494,494, ,,,27,27,2004
45,3,793,793,SquareSoft,0.08,9174,2641,2641,Unlimited Saga,14,14,Role-Playi,0.77,0.56,0.1,1,0.03,55,55,PS2,262,262,Atari,3,26,37,37,2002
,3,,,,0,9175,2769,2769,Custom Robo V2,3,3,Fighting,0.39,0.34,0,1,0.05,58,58,N64,351,351,Nintendo,,,21,21,2000
,3,,,,0,9176,2897,2897,Mega Man: Battle & Chase,2,2,Racing,0.07,0.06,0,1,0,34,34,PS,353,353,Capcom,,,5,5,1997
48,3,212,212,Altron,0,9177,3025,3025,Alex Rider: Stormbreaker,6,6,Action,0.07,0,0.06,1,0,45,45,DS,60,60,THQ,6.1,11,10,10,1999
66,3,1320,1320,Game Arts,0.01,9178,3153,3153,Ragnarok Odyssey,14,14,Role-Playi,0.4,0.16,0.2,1,0.03,49,49,PSV,65,65,GungHo,7.8,21,36,36,2012
,3,,,,0,9179,3153,3153,Ragnarok Odyssey,14,14,Role-Playi,0.04,0,0.03,1,0.01,57,57,PS3,65,65,GungHo,,,8,8,2014
,3,249,249,THQ,0.03,9180,3281,3281,Marvel Super Hero Squad: Comic Combat,6,6,Action,0.18,0,0.14,1,0.01,33,33,Wii,60,60,THQ,0,,20,20,2011
,3,249,249,THQ,0.04,9181,3281,3281,Marvel Super Hero Squad: Comic Combat,6,6,Action,0.18,0,0.13,1,0.01,37,37,X360,60,60,THQ,0,,20,20,2011
,3,249,249,THQ,0.05,9182,3281,3281,Marvel Super Hero Squad: Comic Combat,6,6,Action,0.19,0,0.11,1,0.03,57,57,PS3,60,60,THQ,0,,20,20,2011
,3,,,,0,9183,3409,3409,Dreamer Series: Zoo Keeper,13,13,Simulation,0.06,0,0.06,1,0,45,45,DS,300,300,DreamCatcher Interactive,0,,4,4,2010
26,3,7,7,Storm City Games,0,9184,3537,3537,The Island of Dr. Frankenstein,5,5,Adventure,0.03,0,0.03,1,0,33,33,Wii,24,24,Storm City Games,0,6,2,2,2009
,3,,,,0,9185,3665,3665,Daikaijuu Battle: Ultra Coliseum,3,3,Fighting,0.02,0.02,0,1,0,33,33,Wii,497,497,Namco Bandai Games,,,38,38,2008
,3,,,,0.46,9186,3793,3793,Parfait: Chocolat Second Style,5,5,Adventure,1.22,0.01,0.59,1,0.15,55,55,PS2,364,364,Alchemist,,,7,7,2006
,3,,,,0.03,9187,3921,3921,2 Games in 1 Double Pack: Hot Wheels Velocity X / Hot Wheels World,2,2,Racing,0.12,0,0.09,1,0,44,44,GBA,60,60,THQ,,,3,3,2005
73,3,867,867,SCEE,0.07,9188,4049,4049,EyeToy: Groove,11,11,Misc,0.18,0,0.09,1,0.02,55,55,PS2,417,417,Sony Computer Entertainment,8,34,29,29,2003
,3,,,,0.46,9189,4258,4258,Cool Boarders 3,10,10,Sports,2.31,0.1,1.65,1,0.1,34,34,PS,113,113,989 Studios,,,17,17,1998
,3,,,,0,9190,4514,4514,Earth Defense Force 2025.1: The Shadow of New Despair,6,6,Action,0.1,0.1,0,1,0,50,50,PS4,357,357,D3Publisher,,,28,28,2015
,3,,,,0,9191,4770,4770,AKB1/48: Idol to Koishitara...,11,11,Misc,0.41,0.41,0,1,0,35,35,PSP,497,497,Namco Bandai Games,,,4,4,2010
61,3,441,441,Torus Games,0.01,9192,5026,5026,Zoo Hospital,13,13,Simulation,0.16,0,0.14,1,0.01,33,33,Wii,5,5,Majesco Entertainment,0,4,38,38,2008
53,3,441,441,Torus Games,0,9193,5026,5026,Zoo Hospital,13,13,Simulation,0.04,0,0.03,1,0,45,45,DS,263,263,Eidos Interactive,0,6,19,19,2007
,3,,,,0,9194,5282,5282,Ryu-koku,5,5,Adventure,0.02,0.02,0,1,0,55,55,PS2,321,321,KID,,,7,7,2006
75,3,1612,1612,Hudson,0.02,9195,5538,5538,Bomberman Max 2: Red Advance,9,9,Puzzle,0.07,0,0.05,1,0,44,44,GBA,4,4,Vivendi Games,0,9,37,37,2002
,3,,,,0.02,9196,5794,5794,VR Soccer '96,10,10,Sports,0.05,0,0.03,1,0,34,34,PS,571,571,Gremlin Interactive Ltd,,,16,16,1996
46,3,635,635,Spike Chunsoft,0,9197,6050,6050,Attack on Titan: Humanity in Chains,6,6,Action,0.42,0.42,0,1,0,61,61,3DS,507,507,Screenlife,4.5,22,1,1,2013
,3,,,,0,9198,6306,6306,Quiz! Hexagon II,11,11,Misc,0.06,0.06,0,1,0,45,45,DS,497,497,Namco Bandai Games,,,4,4,2010
,3,207,207,1st Playable Productions,0,9199,6562,6562,GoPets: Vacation Island,13,13,Simulation,0.04,0,0.03,1,0,45,45,DS,205,205,Konami Digital Entertainment,0,,38,38,2008
35,3,1000,1000,Box Clever Interactive,0,9200,6818,6818,Real Time Conflict: Shogun Empires,12,12,Strategy,0.07,0,0.06,1,0,45,45,DS,497,497,Namco Bandai Games,5.6,6,3,3,2005
,3,523,523,Kemco,0.06,9201,7074,7074,Batman Beyond: Return of the Joker,6,6,Action,0.17,0,0.09,1,0.01,34,34,PS,415,415,Ubisoft,4.3,,21,21,2000
,3,,,,0.02,9202,7074,7074,Batman Beyond: Return of the Joker,6,6,Action,0.09,0,0.07,1,0,58,58,N64,415,415,Ubisoft,,,21,21,2000
65,3,839,839,Black Bean Games,0.01,9203,7330,7330,WRC: FIA World Rally Championship,2,2,Racing,0.01,0,0,1,0,56,56,PC,266,266,Black Bean Games,,7,28,28,2015
67,3,618,618,Traveller's Tales,0.01,9204,7330,7330,WRC: FIA World Rally Championship,2,2,Racing,0.03,0,0.02,1,0,35,35,PSP,417,417,Sony Computer Entertainment,7.8,18,3,3,2005
66,3,406,406,Milestone S.r.l,0.1,9205,7330,7330,WRC: FIA World Rally Championship,2,2,Racing,0.12,0,0,1,0.02,37,37,X360,266,266,Black Bean Games,6,24,33,33,2016
68,3,406,406,Milestone S.r.l,0.14,9206,7330,7330,WRC: FIA World Rally Championship,2,2,Racing,0.2,0.01,0,1,0.04,57,57,PS3,266,266,Black Bean Games,4.5,24,1,1,2013
,3,,,,0,9207,7586,7586,Kingdom Hearts: Birth by Sleep - Final Mix,14,14,Role-Playi,0.16,0.16,0,1,0,35,35,PSP,416,416,Square Enix,,,20,20,2011
,3,,,,0,9208,7842,7842,Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 4: Shinseiki E,11,11,Misc,0.03,0.03,0,1,0,45,45,DS,357,357,D3Publisher,,,2,2,2009
72,3,665,665,Spike,0.03,9209,8098,8098,Dragon Ball Z: Budokai Tenkaichi 2,3,3,Fighting,0.28,0,0.24,1,0.02,33,33,Wii,262,262,Atari,8.5,37,7,7,2006
73,3,665,665,Spike,0.02,9210,8098,8098,Dragon Ball Z: Budokai Tenkaichi 2,3,3,Fighting,0.79,0,0.66,1,0.11,55,55,PS2,262,262,Atari,8.6,31,7,7,2006
,3,,,,0,9211,8516,8516,Soccer Tsuku Tokudai Gou: J-League Pro Soccer Club o Tsukurou,10,10,Sports,0.18,0.18,0,1,0,51,51,DC,352,352,Sega,,,21,21,2000
,3,,,,0,9212,9028,9028,Nano Diver,6,6,Action,0.02,0.02,0,1,0,35,35,PSP,71,71,Takara Tomy,,,20,20,2011
,3,,,,0,9213,9540,9540,Yoake Yori Ruriiro na: Brighter than Dawning Blue,5,5,Adventure,0.07,0.07,0,1,0,55,55,PS2,318,318,Aria,,,7,7,2006
,3,,,,0.06,9214,10052,10052,VR Golf '97,10,10,Sports,0.17,0,0.09,1,0.01,34,34,PS,571,571,Gremlin Interactive Ltd,,,16,16,1996
,3,,,,0,9215,10564,10564,S.Y.K Renshouden,5,5,Adventure,0.03,0.03,0,1,0,55,55,PS2,130,130,Idea Factory,,,4,4,2010
,3,979,979,DC Studios,0,9216,11076,11076,Whac-A-Mole,9,9,Puzzle,0.01,0,0.01,1,0,44,44,GBA,92,92,Zoo Digital Publishing,0,,3,3,2005
,3,979,979,DC Studios,0,9217,11076,11076,Whac-A-Mole,9,9,Puzzle,0.08,0,0.07,1,0.01,45,45,DS,92,92,Zoo Digital Publishing,5.4,,3,3,2005
,3,,,,0.46,9218,4259,4259,Star Wars: Rogue Squadron,13,13,Simulation,2.17,0.08,1.6,1,0.03,58,58,N64,351,351,Nintendo,,,17,17,1998
58,3,857,857,"Ambrella, The Pokemon Company",0.01,9219,4515,4515,Pokemon Rumble World,6,6,Action,0.09,0.08,0,1,0,61,61,3DS,351,351,Nintendo,6.4,16,28,28,2015
79,3,1040,1040,EA Canada,0.02,9220,4771,4771,NBA Jam,10,10,Sports,0.4,0,0.36,1,0.02,33,33,Wii,349,349,Electronic Arts,8.5,43,4,4,2010
75,3,1040,1040,EA Canada,0.09,9221,4771,4771,NBA Jam,10,10,Sports,0.39,0,0.27,1,0.03,37,37,X360,349,349,Electronic Arts,7,30,4,4,2010
71,3,1040,1040,EA Canada,0.12,9222,4771,4771,NBA Jam,10,10,Sports,0.39,0,0.22,1,0.06,57,57,PS3,349,349,Electronic Arts,5.7,33,4,4,2010
68,3,830,830,Acclaim,0.03,9223,4771,4771,NBA Jam,10,10,Sports,0.14,0,0.1,1,0,47,47,XB,44,44,Acclaim Entertainment,9.1,17,29,29,2003
,3,,,,0.16,9224,4771,4771,NBA Jam,10,10,Sports,0.41,0,0.2,1,0.05,55,55,PS2,44,44,Acclaim Entertainment,,,29,29,2003
,3,,,,0.16,9225,4771,4771,NBA Jam,10,10,Sports,1.39,0,1.19,1,0.03,63,63,SNES,44,44,Acclaim Entertainment,,,35,35,1994
,3,,,,0.25,9226,4771,4771,NBA Jam,10,10,Sports,2.05,0,1.75,1,0.05,42,42,GEN,54,54,Arena Entertainment,,,39,39,1992
77,3,1184,1184,Paon Corporation,0.02,9227,5027,5027,Klonoa,4,4,Platform,0.16,0.03,0.1,1,0.01,33,33,Wii,497,497,Namco Bandai Games,8.6,37,38,38,2008
,3,,,,0.01,9228,5283,5283,Command & Conquer: The First Decade,12,12,Strategy,0.02,0,0.01,1,0,56,56,PC,349,349,Electronic Arts,,,7,7,2006
56,3,1369,1369,Genki,0.02,9229,5539,5539,Maximum Chase,2,2,Racing,0.07,0,0.05,1,0,47,47,XB,358,358,Microsoft Game Studios,0,13,37,37,2002
,3,,,,0,9230,5795,5795,Art of Fighting 3: The Path of the Warrior,3,3,Fighting,0.04,0.04,0,1,0,40,40,NG,394,394,SNK,,,16,16,1996
,3,,,,0,9231,6051,6051,Tales of Hearts,14,14,Role-Playi,0.24,0.24,0,1,0,45,45,DS,497,497,Namco Bandai Games,,,38,38,2008
,3,,,,0.11,9232,6051,6051,Tales of Hearts,14,14,Role-Playi,0.38,0.09,0.11,1,0.07,49,49,PSV,497,497,Namco Bandai Games,,,1,1,2013
,3,914,914,LDW,0.01,9233,6307,6307,Virtual Villagers: A New Home,13,13,Simulation,0.05,0,0.04,1,0,45,45,DS,271,271,PQube,0,,4,4,2010
,3,1489,1489,MumboJumbo,0,9234,6563,6563,Crazy Chicken: Star Karts,2,2,Racing,0.03,0,0.03,1,0,45,45,DS,309,309,Phenomedia,0,,38,38,2008
40,3,330,330,Starfish,0,9235,6819,6819,Classic Action: Devilish,11,11,Misc,0.07,0,0.06,1,0,45,45,DS,64,64,505 Games,0,6,3,3,2005
49,3,830,830,Acclaim,0.06,9236,7075,7075,RC Revenge Pro,2,2,Racing,0.17,0,0.08,1,0.02,55,55,PS2,44,44,Acclaim Entertainment,7.6,13,21,21,2000
51,3,1049,1049,Incognito Inc.,0.07,9237,7331,7331,Twisted Metal: Small Brawl,6,6,Action,0.18,0,0.1,1,0.01,34,34,PS,350,350,Unknown,7.6,14,16,16,1996
,3,683,683,"Genki, Kojima Productions",0,9238,7587,7587,Metal Gear Solid: Peace Walker HD Edition,6,6,Action,0.15,0.15,0,1,0,57,57,PS3,205,205,Konami Digital Entertainment,8,,20,20,2011
,3,,,,0,9239,7843,7843,Tago Akira no Atama no Taisou Dai-2-Shuu: Ginga Oudan Nazotoki Adv,5,5,Adventure,0.03,0.03,0,1,0,45,45,DS,359,359,Level 5,,,2,2,2009
70,3,1070,1070,Team 17,0.43,9240,8099,8099,Worms: Open Warfare,12,12,Strategy,0.77,0,0.11,1,0.23,35,35,PSP,60,60,THQ,6.6,22,7,7,2006
64,3,1070,1070,Team 17,0.02,9241,8099,8099,Worms: Open Warfare,12,12,Strategy,0.08,0,0.05,1,0.01,45,45,DS,60,60,THQ,7,24,7,7,2006
,3,,,,0,9242,8518,8518,Doraemon 3: Nobi Dai no Machi SOS!,4,4,Platform,0.15,0.09,0,1,0.06,58,58,N64,180,180,Epoch,,,21,21,2000
,3,,,,0,9243,9030,9030,Uta no * Prince-Sama: Sweet Serenade,5,5,Adventure,0.01,0.01,0,1,0,35,35,PSP,133,133,Broccoli,,,20,20,2011
,3,,,,0,9244,9542,9542,Minna no DS Seminar: Kanpeki Eitango Ryoku,11,11,Misc,0.06,0.06,0,1,0,45,45,DS,99,99,TDK Core,,,7,7,2006
,3,,,,0.06,9245,10054,10054,The Incredible Hulk: The Pantheon Saga,6,6,Action,0.16,0,0.09,1,0.01,34,34,PS,263,263,Eidos Interactive,,,16,16,1996
,3,,,,0,9246,10566,10566,Tenkaichi * Sengoku Lovers,5,5,Adventure,0.03,0.03,0,1,0,45,45,DS,276,276,Rocket Company,,,4,4,2010
,3,,,,0.02,9247,11078,11078,Let's Ride! Dreamer,5,5,Adventure,0.07,0,0.05,1,0,44,44,GBA,62,62,DTP Entertainment,,,3,3,2005
78,3,215,215,Rare Ltd.,0.48,9248,1065,1065,Donkey Kong Country,4,4,Platform,2.04,0.29,1.2,1,0.07,44,44,GBA,351,351,Nintendo,8.9,26,29,29,2003
,3,,,,0.72,9249,1065,1065,Donkey Kong Country,4,4,Platform,2.19,0.3,1.04,1,0.13,48,48,GB,351,351,Nintendo,,,21,21,2000
,3,,,,1.71,9250,1065,1065,Donkey Kong Country,4,4,Platform,9.3,3,4.36,1,0.23,63,63,SNES,351,351,Nintendo,,,35,35,1994
71,3,1286,1286,Microids,0.01,9251,1129,1129,Post Mortem,5,5,Adventure,0.02,0,0,1,0,56,56,PC,425,425,Microids,8,25,29,29,2003
56,3,344,344,Paradigm Entertainment,0.01,9252,1193,1193,Big Air Freestyle,2,2,Racing,0.05,0,0.04,1,0,60,60,GC,262,262,Atari,0,12,37,37,2002
,3,,,,0.17,9253,1257,1257,Kirby Tilt 'n' Tumble,9,9,Puzzle,1.23,0.75,0.29,1,0.02,48,48,GB,351,351,Nintendo,,,21,21,2000
,3,,,,0.02,9254,1321,1321,The Misadventures of Tron Bonne,5,5,Adventure,0.05,0,0.03,1,0,34,34,PS,263,263,Eidos Interactive,,,10,10,1999
,3,,,,0.06,9255,1385,1385,Mischief Makers,4,4,Platform,0.43,0.07,0.25,1,0.06,58,58,N64,351,351,Nintendo,,,5,5,1997
,3,,,,0.06,9256,1449,1449,King's Field,14,14,Role-Playi,0.16,0,0.09,1,0.01,34,34,PS,417,417,Sony Computer Entertainment,,,22,22,1995
